pl_name,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,st_teff,st_rad,st_mass,st_met,pl_eqt,origin
HD 209458 b,3.52474955,,,,,6065.0,1.155,1.119,0.0,,Exoplanet
HD 209458 b,3.5247499,,,,,6065.0,1.155,1.119,0.0,,Exoplanet
HD 209458 b,,,,,,6052.0,1.18655,1.13,0.05,1448.0,Exoplanet
HD 209458 b,,,,16.264,203.4,6092.0,1.203,1.0,0.0,,Exoplanet
HD 209458 b,,,,,,,,,,,Exoplanet
HD 210193 b,649.918,1.487,0.24,,153.1,5790.0,,1.04,,,Exoplanet
HD 210277 b,442.1,1.1,0.472,,390.91,5532.0,,0.92,0.19,,Exoplanet
HD 210277 b,442.943,1.123,0.472,,392.83591105,5505.83,1.114173,0.963925,0.2131,,Exoplanet
HD 210277 b,437.0,1.1,0.45,,406.81,5570.0,,0.92,0.24,,Exoplanet
HD 210277 b,442.19,1.138,0.476,,409.98,5555.0,,1.01,0.214,,Exoplanet
HD 210277 b,442.19,1.13,0.48,,410.0007,5538.0,1.07,1.01,0.22,,Exoplanet
HD 210702 b,354.8,1.2,0.094,,603.877,4967.0,5.1,1.68,,,Exoplanet
HD 210702 b,355.5,1.079,0.071,,481.5100366,4912.0,4.54,1.33,-0.02,,Exoplanet
HD 210702 b,354.29,1.2,0.106,,626.1251,,,1.85,,,Exoplanet
HD 210702 b,354.1,1.148,0.028,,574.63664,4951.0,4.92,1.61,,,Exoplanet
HD 211403 b,223.8,0.768,0.084,,1760.76937478,6273.0,1.206,1.2,0.18,380.0,Exoplanet
HD 211810 b,1558.0,2.656,0.68,,212.9461,5652.0,1.13,1.03,0.17,,Exoplanet
HD 211970 b,25.201,0.143,0.15,,13.0,4127.0,,0.61,,,Exoplanet
HD 212301 b,2.245715,0.036,0.0,,143.017,6256.0,,1.27,0.18,,Exoplanet
HD 212301 b,2.24571,0.03,0.0,,162.0933,6239.0,1.16,1.55,0.18,,Exoplanet
HD 212771 b,373.29999,1.16,0.11,,1172.7927,5069.0,4.55,2.41,-0.15,,Exoplanet
HD 212771 b,373.3,1.22,0.111,,730.978,5121.0,5.0,1.15,-0.21,,Exoplanet
HD 212771 b,380.7,1.19,0.076,,759.6137,5003.0,5.27,1.56,,,Exoplanet
HD 213240 b,951.0,2.03,0.45,,1430.235,5975.0,,1.22,0.16,,Exoplanet
HD 213240 b,879.19,1.92,0.4201,,1655.88600047,5975.0,,1.22,0.16,,Exoplanet
HD 213240 b,882.70001,1.89,0.42,,1773.4914,5979.0,1.51,1.57,0.15,,Exoplanet
HD 213472 b,17000.0,13.0,0.53,,1112.3994245,5729.54,1.433902,1.048132,0.1249,,Exoplanet
HD 213519 b,11.12214,0.099,0.413,,9.2170238,,,1.05,,,Exoplanet
HD 213885 b,1.008035,0.02012,0.0,1.745,8.83,5978.0,1.1011,1.068,-0.04,2128.0,Exoplanet
HD 213885 b,1.0082361,,,1.7202,,5795.29,1.13,,,1835.0,Exoplanet
HD 213885 c,4.78503,0.056798,0.0,,19.95,5978.0,1.1011,1.068,-0.04,1265.4,Exoplanet
HD 21411 b,84.288,0.362,0.4,,65.9,5605.0,,0.89,,,Exoplanet
HD 214823 b,1854.84424,3.08,0.161,,5914.78665427,,,1.115,,,Exoplanet
HD 214823 b,1877.0,3.18,0.154,,6102.336,6215.0,,1.22,0.17,,Exoplanet
HD 214823 b,1854.4,3.23,0.1641,,6451.949,5933.0,2.04,1.31,0.14,,Exoplanet
HD 214823 b,1854.6,3.17,0.1636,,6451.9166621,6215.0,,1.22,0.17,,Exoplanet
HD 215152 b,5.75999,0.057638,0.0,,1.819,4935.0,0.73,0.77,-0.1,,Exoplanet
HD 215152 c,7.28243,0.067393,0.0,,1.72,4935.0,0.73,0.77,-0.1,,Exoplanet
HD 215152 d,10.86499,0.08799,0.0,,2.801,4935.0,0.73,0.77,-0.1,,Exoplanet
HD 215152 e,25.1967,0.15417,0.0,,2.877,4935.0,0.73,0.77,-0.1,,Exoplanet
HD 21520 b,25.1292,0.1726,0.0,2.697,17.7,5871.0,1.044,1.09,0.049,637.0,Exoplanet
HD 215497 b,3.93404,0.05,0.16,,6.3566,5110.0,0.85,0.67,0.2,,Exoplanet
HD 215497 b,3.93404,0.047,0.16,,6.6,5113.0,,0.872,0.23,,Exoplanet
HD 215497 c,566.0,1.31,0.47,,111.23994245,,,0.92,,,Exoplanet
HD 215497 c,567.94,1.282,0.49,,104.3,5113.0,,0.872,0.23,,Exoplanet
HD 216435 b,1311.0,2.56,0.07,,400.4,5999.0,,1.3,0.244,,Exoplanet
HD 216435 b,1391.0,2.5,0.14,,400.45,5943.0,,1.25,0.15,,Exoplanet
HD 216437 b,1294.0,2.4,0.33,,667.443,,,1.15,0.21,,Exoplanet
HD 216437 b,1334.28,2.497,0.317,,706.53609,5909.0,1.394,1.165,0.2,,Exoplanet
HD 216437 b,1359.0,2.57,0.31,,1334.8793094,,,1.22,,,Exoplanet
HD 216437 b,1256.0,2.32,0.29,,578.4506,5887.0,,1.06,0.25,,Exoplanet
HD 216437 b,1336.0,2.501,0.318,,1233.17421916,5909.0,,1.165,0.2,,Exoplanet
HD 216520 b,35.466,0.1954,0.19,,10.36120607,5160.01,0.782767,0.791263,-0.124,,Exoplanet
HD 216520 b,35.45,0.198,0.09,,10.26,5103.0,0.76,0.82,-0.16,,Exoplanet
HD 216520 c,154.43,0.528,0.12,,9.44,5103.0,0.76,0.82,-0.16,,Exoplanet
HD 216536 b,148.60001,0.61,0.38,,333.7215,4639.0,9.83,0.81,-0.17,,Exoplanet
HD 216536 b,148.6,0.609,0.38,,467.19,4639.0,12.5,1.36,-0.17,,Exoplanet
HD 216770 b,118.45,0.46,0.37,,206.5895,,,0.9,0.23,,Exoplanet
HD 216770 b,118.45,0.46,0.37,,181.1631,5399.0,0.93,0.74,0.27,,Exoplanet
HD 21693 b,22.6786,0.1455,0.12,,8.23,5430.0,,0.8,0.0,,Exoplanet
HD 21693 c,53.7357,0.2586,0.07,,17.37,5430.0,,0.8,0.0,,Exoplanet
HD 217107 b,7.12682,0.08,0.13,,413.179,5622.0,1.11,1.0,0.36,,Exoplanet
HD 217107 b,7.126846,0.07505,0.1283,,449.2338,5575.0,1.19931,0.98,0.28,,Exoplanet
HD 217107 b,7.1268744,0.0739,0.1279,,440.19234369,5606.83,1.17195,1.059631,0.3399,,Exoplanet
HD 217107 b,7.126816,0.0748,0.1267,,441.77,5575.0,1.19931,0.98,0.28,,Exoplanet
HD 217107 b,7.1269,0.074,0.13,,435.41,,,1.053,0.32,,Exoplanet
HD 217107 b,7.12689,0.073,0.132,,422.7,5646.0,,1.02,0.37,,Exoplanet
HD 217107 c,3150.0,4.3,0.55,,667.4,,,1.053,0.32,,Exoplanet
HD 217107 c,4270.0,5.32,0.517,,826.32,5575.0,1.19931,0.98,0.28,,Exoplanet
HD 217107 c,5141.0,5.942,0.3928,,1369.84043417,5606.83,1.17195,1.059631,0.3399,,Exoplanet
HD 217107 c,5178.0,,0.376,,1423.8784,,,1.108,,,Exoplanet
HD 217107 c,3352.0,4.41,0.537,,794.54,5646.0,,1.02,0.37,,Exoplanet
HD 217107 c,5189.0,6.074,0.3848,,1434.306,5575.0,1.19931,0.98,0.28,,Exoplanet
HD 21749 c,7.7897726,,,1.00084,,4628.53,0.71,,,966.0,Exoplanet
HD 21749 c,7.78993,0.0695,,0.892,3.7,4640.0,0.695,0.73,0.003,701.0,Exoplanet
HD 217786 b,1301.36009,2.446,0.311,,4402.55909376,,,1.14,,,Exoplanet
HD 217786 b,1302.1,2.372,0.3158,,9185.2409623,5966.0,,1.02,-0.135,,Exoplanet
HD 217786 b,1319.0,2.38,0.4,,4131.62,5966.0,1.27,1.02,-0.135,,Exoplanet
HD 217786 c,2.52221,0.038,0.399,,7.31005336,,,1.14,,,Exoplanet
HD 217958 b,2560.19774,3.758,0.156,,166.54208527,,,1.08,,,Exoplanet
HD 218566 b,225.7,0.6873,0.3,,66.7415,4820.0,0.86,0.85,0.38,,Exoplanet
HD 218566 b,225.17,0.6875,0.27,,62.93002459,4942.85,0.830795,0.855318,0.2984,,Exoplanet
HD 218566 b,225.7,0.69,0.3,,63.566,4730.0,0.85,0.76,0.28,,Exoplanet
HD 219077 b,5380.0,6.13,0.766,,3359.44626199,5362.0,,1.05,-0.13,,Exoplanet
HD 219077 b,5478.68861,5.935,0.768,,3057.50927534,,,0.92,,,Exoplanet
HD 219077 b,5501.0,6.22,0.77,,3302.11,5362.0,1.91,1.05,-0.13,,Exoplanet
HD 219077 b,5513.0,7.03,0.768,,4258.922,5364.0,,1.51,-0.1,,Exoplanet
HD 219134 b,3.092926,0.03876,0.0,1.602,4.74,4699.0,0.778,0.81,0.11,1015.0,Exoplanet
HD 219134 b,3.0929338,,,,,4699.0,0.778,0.78,0.11,,Exoplanet
HD 219134 b,3.09292,0.03863,,1.533,,4700.0,0.778,0.81,0.11,930.1,Exoplanet
HD 219134 b,3.0935,0.0382,0.02,1.606,4.3361199,4699.0,0.778,0.78,0.11,,Exoplanet
HD 219134 b,3.0929386,,,1.28153171,,4884.29,0.750598,,,950.54,Exoplanet
HD 219134 b,3.0931,0.038474,0.0,,3.81396,4913.0,0.77,0.794,0.08,,Exoplanet
HD 219134 b,3.092947,0.03838,0.063,,4.13176929,4817.14,0.757466,0.788484,0.0834,,Exoplanet
HD 219134 c,6.7635,0.064816,0.0,,3.49613,4913.0,0.77,0.794,0.08,,Exoplanet
HD 219134 c,6.7650398,,,1.39215,,4884.29,0.75,,,789.0,Exoplanet
HD 219134 c,6.76458,0.0653,0.062,1.511,4.36,4699.0,0.778,0.81,0.11,782.0,Exoplanet
HD 219134 c,6.765149,0.0652,,1.507,,4700.0,0.778,0.81,0.11,715.9,Exoplanet
HD 219134 c,6.76406,0.06466,0.16,,3.55967816,4817.14,0.757466,0.788484,0.0834,,Exoplanet
HD 219134 c,6.767,0.064,0.08,,2.78,4699.0,0.778,0.78,0.11,,Exoplanet
HD 219134 d,46.734,0.2345,0.077,,16.3999458,4817.14,0.757466,0.788484,0.0834,,Exoplanet
HD 219134 d,46.859,0.237,0.138,1.61,16.17,4699.0,0.778,0.81,0.11,410.5,Exoplanet
HD 219134 d,46.66,0.233,0.46,,8.94,4699.0,0.778,0.78,0.11,,Exoplanet
HD 219134 d,46.71,0.23508,0.0,,21.29461,4913.0,0.77,0.794,0.08,,Exoplanet
HD 219134 f,22.717,0.1463,0.148,1.31,7.3,4699.0,0.778,0.81,0.11,522.6,Exoplanet
HD 219134 f,22.805,0.14574,0.0,,8.89924,4913.0,0.77,0.794,0.08,,Exoplanet
HD 219134 f,22.7945,0.1453,0.072,,7.72323029,4817.14,0.757466,0.788484,0.0834,,Exoplanet
HD 219134 g,94.2,0.3753,0.0,,10.80622,4913.0,0.77,0.794,0.08,,Exoplanet
HD 219134 h,2247.0,3.11,0.06,,108.0622,4913.0,0.77,0.794,0.08,,Exoplanet
HD 219134 h,2104.0,2.968,0.025,,97.89114936,4817.14,0.757466,0.788484,0.0834,,Exoplanet
HD 219134 h,2146.0,3.015,0.06,,76.2792,,,0.794,,,Exoplanet
HD 219134 h,1842.0,2.56,0.34,,71.0,4699.0,0.778,0.78,0.11,,Exoplanet
HD 219139 b,275.5,0.94,0.11,,247.90615746,4831.0,11.22,1.46,-0.2,,Exoplanet
HD 219415 b,2093.3,3.2,0.4,,317.83,4820.0,2.9,1.0,-0.04,,Exoplanet
HD 219666 b,6.04345,0.104,,4.24,,5527.0,1.03,0.92,0.04,838.0,Exoplanet
HD 219666 b,6.035797,,,,,5527.0,1.03,0.92,0.04,,Exoplanet
HD 219666 b,6.03607,0.06356,0.0,4.71,16.6,5527.0,1.03,0.92,0.04,1073.0,Exoplanet
HD 219666 b,6.0344667,,,4.44029,,5586.0,1.05,,,788.0,Exoplanet
HD 219666 b,6.034468,,0.05,4.898,17.6,5540.0,1.059,1.02,,1076.0,Exoplanet
HD 219666 b,6.034468,,,,,5527.0,1.03,0.92,0.04,,Exoplanet
HD 219828 b,3.834887,0.045,0.059,,21.0,5891.0,1.69,1.23,0.19,,Exoplanet
HD 219828 b,3.83483,0.049,0.091,,19.06970442,,,1.04,,,Exoplanet
HD 219828 b,3.8335,0.05,0.0,,19.0698,5869.0,1.56,1.31,0.16,,Exoplanet
HD 219828 b,3.83492,0.0507,0.101,,20.97678,5807.0,1.61,1.18,0.18,,Exoplanet
HD 219828 b,3.8335,,0.0,,19.8,5891.0,,1.24,0.19,,Exoplanet
HD 219828 c,4682.0,5.79,0.8102,,4640.318,5807.0,1.61,1.18,0.18,,Exoplanet
HD 219828 c,4789.87297,5.657,0.811,,5102.41724598,,,1.04,,,Exoplanet
HD 219828 c,4791.0,5.96,0.8115,,4799.233,5891.0,1.69,1.23,0.19,,Exoplanet
HD 220074 b,672.09998,1.6,0.14,,5288.6912,3787.0,54.92,2.2,-0.25,,Exoplanet
HD 220074 b,672.1,1.6,0.14,,3527.8,3935.0,49.7,1.2,-0.25,,Exoplanet
HD 220197 b,1728.0,2.729,0.187,,63.566,5683.0,0.98,0.91,-0.55,,Exoplanet
HD 220689 b,2266.4,3.396,0.054,,355.33394,5921.0,1.068,1.016,-0.07,,Exoplanet
HD 220689 b,2280.0,3.433,0.053,,381.3940884,5921.0,,1.04,0.0,,Exoplanet
HD 220689 b,2209.0,3.36,0.16,,336.89,5921.0,1.07,1.04,0.0,,Exoplanet
HD 220773 b,3724.7,4.94,0.51,,460.8,5940.0,,1.16,0.09,,Exoplanet
HD 220842 b,218.47,0.74,0.404,,1010.6994,5960.0,,1.13,-0.17,,Exoplanet
HD 221287 b,456.1,1.25,0.08,,982.05,6304.0,,1.25,-0.03,,Exoplanet
HD 221416 b,14.2769,,,,,5080.0,2.943,1.212,-0.08,,Exoplanet
HD 221416 b,14.2767,0.1228,0.115,9.17,60.5,5080.0,2.943,1.212,-0.08,,Exoplanet
HD 221416 b,14.27812199624,,,8.35660775,,5105.0,2.90324,,,789.15,Exoplanet
HD 221420 b,22482.0,18.5,0.42,,3082.951,5830.0,,1.67,0.29,,Exoplanet
HD 221420 b,10066.0,10.1,0.12,,6992.224954,,,1.34,,,Exoplanet
HD 221420 b,10090.0,10.15,0.14,,7278.2705203,5847.0,1.947,1.351,0.33,,Exoplanet
HD 221420 b,8615.41549,8.398,0.082,,6467.80808245,,,1.06,,,Exoplanet
HD 221420 b,10120.0,9.99,0.162,,6547.2651842,,,1.28,0.34,,Exoplanet
HD 221585 b,1173.0,2.306,0.123,,511.7063,5620.0,,1.19,0.29,,Exoplanet
HD 222076 b,871.0,1.83,0.08,,495.8148,4806.0,4.1,1.07,0.05,,Exoplanet
HD 222155 b,3999.0,5.14,0.16,,673.7996,5701.0,1.85,1.21,-0.18,,Exoplanet
HD 222155 b,3999.0,5.1,0.16,,603.85,5765.0,1.67,1.13,-0.11,,Exoplanet
HD 222155 b,3270.0,4.48,0.09,,581.62598481,5765.0,,1.13,-0.11,,Exoplanet
HD 222237 b,14892.0,10.8,0.56,,1649.52943233,4751.0,0.71,0.76,-0.32,,Exoplanet
HD 222582 b,572.537,1.335,0.7615,,2504.48784716,5746.66,1.145017,0.969129,0.0171,,Exoplanet
HD 222582 b,575.9,1.35,0.71,,1681.25,,,1.0,-0.01,,Exoplanet
HD 222582 b,572.38,1.34,0.73,,2660.2371,5790.0,1.13,1.12,0.01,,Exoplanet
HD 222582 b,572.38,1.347,0.725,,2463.1,5727.0,,0.99,-0.029,,Exoplanet
HD 224538 b,1189.1,2.28,0.464,,1897.4451,6097.0,1.54,1.34,0.27,,Exoplanet
HD 224538 b,1201.0,2.444,0.484,,3655.0266805,6097.0,,1.34,0.27,,Exoplanet
HD 224538 b,1202.05199,2.375,0.476,,2075.73732612,,,1.23,,,Exoplanet
HD 224693 b,26.73,0.192,0.05,,225.65,6037.0,1.7,1.33,0.343,,Exoplanet
HD 224693 b,26.6904,0.191,0.104,,222.481,5894.0,1.93,1.31,0.27,,Exoplanet
HD 22496 b,5.09071,0.051,,,5.57,4385.0,0.674,0.684,-0.08,573.0,Exoplanet
HD 22532 b,872.6,1.9,0.03,,673.79622284,5038.0,5.69,1.57,-0.19,,Exoplanet
HD 22781 b,528.07,1.167,0.8191,,4338.2,5027.0,,0.75,-0.37,,Exoplanet
HD 22946 d,47.42489,0.2958,,2.607,26.57,6169.0,1.117,1.098,-0.08,546.0,Exoplanet
HD 23079 b,730.59998,1.6,0.1,,829.5363,5974.0,1.07,1.12,-0.13,,Exoplanet
HD 23079 b,730.6,1.596,0.102,,778.7,5927.0,,1.01,-0.15,,Exoplanet
HD 23079 b,626.0,1.5,0.02,,794.5,,,1.1,0.0,,Exoplanet
HD 23127 b,1214.0,2.4,0.44,,476.7,,,1.13,0.34,,Exoplanet
HD 23127 b,1214.0,2.32,0.44,,521.2412,5773.0,1.64,1.42,0.26,,Exoplanet
HD 23127 b,1211.17,2.37,0.406,,485.32641,5843.0,1.49,1.208,0.29,,Exoplanet
HD 231701 b,141.63,0.567,0.13,,359.1479,6101.0,1.53,1.21,0.05,,Exoplanet
HD 231701 b,141.6,0.53,0.1,,343.24,6208.0,1.35,1.14,0.07,,Exoplanet
HD 231701 b,141.60001,0.56,0.1,,416.3573,6167.0,1.42,1.52,0.0,,Exoplanet
HD 233604 b,192.0,0.747,0.05,,2089.644,4791.0,10.9,1.5,-0.36,,Exoplanet
HD 233832 b,4047.0,4.438,0.381,,864.4976,4971.74,0.738364,0.82,-0.83,,Exoplanet
HD 233832 b,2058.0,2.827,0.359,,565.7374,4981.0,0.68,0.71,-0.66,,Exoplanet
HD 23472 b,17.667087,0.1162,0.072,2.0,8.32,4684.0,0.71,0.67,-0.2,543.0,Exoplanet
HD 23472 b,17.667,0.121,0.0,1.872,17.92,,0.73,0.75,,,Exoplanet
HD 23472 b,17.6671687,,,1.87042,,4813.0,0.69,,,462.0,Exoplanet
HD 23472 c,29.625,0.17,0.0,2.149,17.18,,0.73,0.75,,,Exoplanet
HD 23472 c,29.79749,0.1646,0.063,1.87,3.41,4684.0,0.71,0.67,-0.2,467.0,Exoplanet
HD 23472 c,29.7975205,,,1.60982,,4813.0,0.69,,,374.0,Exoplanet
HD 23472 d,3.97664,0.04298,0.07,0.75,0.55,4684.0,0.71,0.67,-0.2,909.0,Exoplanet
HD 23472 d,3.9766833,,,0.757588,,4813.0,0.69,,,855.0,Exoplanet
HD 23472 e,7.9076222,,,0.969819,,4813.0,0.69,,,720.0,Exoplanet
HD 23472 e,7.90754,0.068,0.07,0.818,0.72,4684.0,0.71,0.67,-0.2,723.0,Exoplanet
HD 23472 f,12.1621839,0.0906,0.07,1.137,0.77,4684.0,0.71,0.67,-0.2,630.0,Exoplanet
HD 23472 f,12.1623316,,,1.15643,,4813.0,0.69,,,638.0,Exoplanet
HD 235088 b,7.4341456,,,1.97737,,5064.0,0.78,,,733.0,Exoplanet
HD 235088 b,7.434151,0.071,0.0,2.07506422,4.2,5087.0,0.7984,0.8531,0.105,753.95,Exoplanet
HD 235088 b,7.4341393,0.072,,2.045,,5037.0,0.789,0.843,-0.01,805.0,Exoplanet
HD 23596 b,1561.0,2.77,0.27,,2870.0049,6040.0,1.53,1.47,0.28,,Exoplanet
HD 23596 b,1535.11912,2.694,0.282,,3786.607641,,,1.1,,,Exoplanet
HD 23596 b,1561.0,2.772,0.266,,2450.37,5904.0,,1.159,0.33,,Exoplanet
HD 23596 b,1565.0,2.88,0.292,,2574.423,5982.0,1.57785,1.1,0.28,,Exoplanet
HD 23596 b,1570.0,2.901,0.292,,4640.2947422,6125.0,,1.32,0.32,,Exoplanet
HD 238090 b,13.671,0.0932,0.3,,6.89,3933.0,0.57,0.578,-0.03,469.6,Exoplanet
HD 238914 b,4100.0,5.7,0.56,,1906.98,4769.0,12.73,1.47,-0.25,,Exoplanet
HD 240210 b,501.75,1.16,0.15,,1655.82,4297.0,,0.82,-0.18,,Exoplanet
HD 240237 b,745.7,1.9,0.4,,1684.4,4361.0,32.0,1.69,-0.26,,Exoplanet
HD 240237 b,745.70001,1.92,0.4,,5050.3187,3926.0,71.23,8.76,-0.25,,Exoplanet
HD 24040 b,3668.0,4.92,0.04,,1226.8238,5802.0,1.3,1.11,0.19,,Exoplanet
HD 24040 b,3668.0,4.92,0.04,,1274.44,,,1.18,,,Exoplanet
HD 24040 b,3490.0,4.637,0.047,,1303.05,5761.0,1.37879,1.03,0.17,,Exoplanet
HD 24040 b,3498.0,,0.01,,1296.7464,,,1.18,,,Exoplanet
HD 24040 b,3552.0,4.708,0.012,,1287.20504835,5776.49,1.387296,1.10394,0.1971,,Exoplanet
HD 24040 c,515.4,1.3,0.11,,63.88350981,5776.49,1.387296,1.10394,0.1971,,Exoplanet
HD 24064 b,535.59998,1.29,0.35,,4096.8287,4052.0,40.0,1.61,-0.49,,Exoplanet
HD 24064 b,535.6,1.29,0.35,,2987.602,4052.5,38.0,1.0,-0.49,,Exoplanet
HD 24085 b,2.0455,0.034,0.22,,11.8,6034.0,,1.22,,,Exoplanet
HD 25015 b,6134.427,6.248,0.341,,2884.92845034,,,0.86,,,Exoplanet
HD 25015 b,6360.0,6.45,0.341,,2993.94359394,5160.0,,0.86,0.04,,Exoplanet
HD 25015 b,6019.32,6.19,0.39,,1423.8784,5160.0,0.83,0.86,0.04,,Exoplanet
HD 25171 b,1802.29,2.971,0.042,,290.81445,6125.0,1.23,1.076,-0.12,,Exoplanet
HD 25171 b,1845.0,3.02,0.08,,301.926,6160.0,1.18,1.09,-0.11,,Exoplanet
HD 25463 b,7.04916084122,,,2.84649412,,6337.87,1.42717,,,1199.74,Exoplanet
HD 25463 b,7.049144,0.076,0.0,2.62,8.5,6220.0,1.41,1.19,-0.2,1290.0,Exoplanet
HD 25463 b,7.0491423,0.076,0.0,2.54535814,8.7,6353.0,1.4182,1.251,-0.018,1198.46,Exoplanet
HD 25463 c,3.04405,0.0443,0.0,1.36354953,4.3,6353.0,1.4182,1.251,-0.018,1585.57,Exoplanet
HD 25463 c,3.04404408205,,,1.33374248,,6337.87,1.42717,,,1587.27,Exoplanet
HD 25463 c,3.04405,0.0435,0.0,1.5,4.1,6220.0,1.41,1.19,-0.2,1707.0,Exoplanet
HD 25723 b,457.01,1.49,0.04,,794.5710175,4766.0,13.76,2.12,-0.03,,Exoplanet
HD 25912 b,41.83156,0.242,0.05,,38.13940884,,,1.08,,,Exoplanet
HD 25912 c,26308.65619,17.848,0.051,,5252.75008249,,,1.08,,,Exoplanet
HD 260655 b,2.7694936,,,1.27326,,3807.0,0.47,,,602.0,Exoplanet
HD 260655 b,2.76953,0.02933,0.039,1.24,2.14,3803.0,0.439,0.439,-0.43,709.0,Exoplanet
HD 260655 c,5.70588,0.04749,0.038,1.533,3.09,3803.0,0.439,0.439,-0.43,557.0,Exoplanet
HD 260655 c,5.7060868,,,1.89602,,3807.0,0.47,,,593.0,Exoplanet
HD 26161 b,32000.0,20.4,0.82,,4290.6834945,6057.62,1.455981,1.132916,-0.0095,,Exoplanet
HD 26161 b,10942.29013,10.087,0.922,,9045.39646322,,,1.12,,,Exoplanet
HD 2638 b,3.4442,0.044,0.0,,152.55,5192.0,,0.93,0.16,,Exoplanet
HD 2638 b,3.458,0.044,0.187,,158.9142035,,,0.92,,,Exoplanet
HD 2638 b,3.4442,0.04,0.0,,133.4886,5186.0,0.94,0.77,0.13,,Exoplanet
HD 2685 b,4.1269046,,,17.0952,,6888.0,1.59,,,1715.0,Exoplanet
HD 2685 b,4.12688,0.0568,0.091,16.14096,371.8611,6801.0,1.56,1.43,0.02,2061.0,Exoplanet
HD 2685 b,4.1269047,,,,,6801.0,1.56,1.43,0.02,,Exoplanet
HD 2685 b,4.1269052,,0.091,,,6801.0,1.56,1.43,0.02,,Exoplanet
HD 27442 b,428.1,1.271,0.06,,495.8,4846.0,,1.23,0.42,,Exoplanet
HD 27442 b,415.2,1.16,0.058,,429.0705,,,1.2,0.22,,Exoplanet
HD 27631 b,2170.0,3.22,0.163,,495.81231492,5737.0,,0.94,-0.12,,Exoplanet
HD 27631 b,2208.0,3.25,0.12,,460.83,5737.0,1.0,0.94,-0.12,,Exoplanet
HD 27631 b,2198.14,3.242,0.141,,474.83802,5737.0,0.923,0.944,-0.12,,Exoplanet
HD 27894 b,18.01939,0.125,0.047,,196.73578393,,,0.81,,,Exoplanet
HD 27894 b,17.991,0.122,0.049,,197.05,4875.0,,0.8,0.3,,Exoplanet
HD 27894 b,17.9904,0.125,0.0486,,205.0,,,,,,Exoplanet
HD 27894 b,18.02,0.125,0.047,,211.35695,,,0.8,0.3,,Exoplanet
HD 27894 c,36.07,0.198,0.015,,51.48846,,,0.8,0.3,,Exoplanet
HD 27894 d,5174.0,5.448,0.389,,1721.04945,,,0.8,0.3,,Exoplanet
HD 27894 d,5019.54244,5.362,0.343,,2063.65984665,,,0.81,,,Exoplanet
HD 27969 b,654.5,1.552,0.182,,1525.5763536,5966.0,1.27,1.16,0.18,261.0,Exoplanet
HD 28109 b,22.8909855,,,2.55946293,,6321.0,1.41189,,,803.99,Exoplanet
HD 28109 b,22.89104,0.1357,0.3307,2.199,18.496,6120.0,1.446,1.26,0.0,881.2,Exoplanet
HD 28109 c,56.00819,0.308,0.1203,4.23,7.943,6120.0,1.446,1.26,0.0,585.2,Exoplanet
HD 28109 c,56.00450564844,,,4.60744436,,6321.0,1.41189,,,596.67,Exoplanet
HD 28109 d,84.26076445013,,,3.43591025,,6321.0,1.41189,,,520.71,Exoplanet
HD 28109 d,84.25999,0.411,0.0864,3.25,5.681,6120.0,1.446,1.26,0.0,506.5,Exoplanet
HD 28185 b,385.9,1.032,0.092,,1776.59,5546.0,,0.98,0.12,,Exoplanet
HD 28185 b,379.0,1.02,0.05,,1875.197,5662.0,1.03,1.02,0.23,,Exoplanet
HD 28185 b,385.54,1.044,0.0629,,1919.68357828,5622.0,1.076441,1.023031,0.2272,,Exoplanet
HD 28185 b,379.0,1.1,0.05,,2129.461,,,1.24,0.24,,Exoplanet
HD 28185 b,383.0,1.03,0.07,,1811.631,5705.0,,0.99,0.24,,Exoplanet
HD 28185 b,385.52775,1.035,0.055,,1855.16441166,,,0.99,,,Exoplanet
HD 28185 c,17417.92079,13.176,0.12,,6241.83208507,,,0.99,,,Exoplanet
HD 28192 b,14.23283,0.118,0.104,,99.7981198,,,1.08,,,Exoplanet
HD 28254 b,1333.0,2.45,0.95,,1207.7479466,,,1.1,,,Exoplanet
HD 28254 b,1116.0,2.15,0.81,,368.67,5664.0,1.48,1.06,0.06,,Exoplanet
HD 284149 AB b,,431.16,,,8352.53053596,6035.0,1.36,,,2395.0,Exoplanet
HD 284149 AB b,,,,,8981.83078182,,,,,2502.0,Exoplanet
HD 285507 b,6.0881,,0.086,,291.438,4503.0,0.656,0.734,0.13,,Exoplanet
HD 285507 b,6.0881,0.06,0.09,,311.4734,4503.0,0.69,0.82,0.13,,Exoplanet
HD 285968 b,8.7752,0.06649,0.16,,9.0581096,3703.49,0.478214,0.509289,0.147,,Exoplanet
HD 285968 b,8.7836,0.066,0.0,,8.4,,,0.5,-0.1,450.0,Exoplanet
HD 285968 b,8.776,0.066,0.148,,9.06,3543.0,0.486907,0.484967,,,Exoplanet
HD 28678 b,380.2,1.18,0.149,,490.09386,4972.0,6.48,1.53,,,Exoplanet
HD 28678 b,387.10001,1.32,0.17,,810.4665,4722.0,6.98,3.16,-0.16,,Exoplanet
HD 28678 b,387.1,1.25,0.168,,540.3,5076.0,6.2,1.74,-0.11,,Exoplanet
HD 29021 b,1362.3,2.28,0.459,,762.792,5560.0,0.85,0.85,-0.24,,Exoplanet
HD 29021 b,1365.0,2.294,0.453,,1420.69297929,,,0.86,-0.3,,Exoplanet
